,2_pointers,2_pointers_attempted,2pt_percentage,3_pointers,3_pointers_attempted,3pt_percentage,age,assists,blocks,defensive_rebounds,effective_field_goal_percentage,field_goal_percentage,field_goals,field_goals_attempted,free_throw_percentage,free_throws,free_throws_attempted,games,games_start,minutes_played,name,offensive_rebounds,personal_fouls,points,position,season,steals,team,total_rebounds,turnovers
200,0.8,1.6,.479,2.9,7.5,.392,30,1.0,0.1,2.5,.569,.407,3.7,9.1,.859,0.9,1.0,77,2,26.5,Wayne Ellington,0.3,1.2,11.2,SG,2017-18,0.7,MIA,2.8,0.7
201,0.9,1.6,.541,2.6,7.0,.371,31,1.4,0.1,1.8,.554,.403,3.5,8.6,.796,0.7,0.9,53,38,24.5,Wayne Ellington,0.3,1.7,10.3,SG,2018-19,1.0,traded,2.0,0.8
202,4.8,9.3,.509,0.5,1.8,.274,22,6.5,0.5,3.6,.493,.471,5.2,11.1,.692,1.8,2.6,82,58,29.4,Elfrid Payton,1.1,2.2,12.8,PG,2016-17,1.1,ORL,4.7,2.2
203,4.7,9.1,.520,0.5,1.5,.326,23,6.2,0.3,3.3,.516,.493,5.2,10.6,.649,1.7,2.7,63,63,28.7,Elfrid Payton,1.0,2.3,12.7,PG,2017-18,1.3,traded,4.3,2.7
204,3.5,7.3,.476,0.8,2.5,.314,24,7.6,0.4,4.1,.475,.434,4.3,9.8,.743,1.3,1.8,42,42,29.8,Elfrid Payton,1.2,1.9,10.6,PG,2018-19,1.0,NOP,5.2,2.7
205,3.8,8.2,.466,1.5,4.5,.331,27,2.0,0.3,3.7,.477,.418,5.3,12.7,.784,1.8,2.3,79,79,32.5,Marcus Morris,1.0,2.1,14.0,SF,2016-17,0.7,DET,4.6,1.1
206,3.3,7.0,.467,1.6,4.3,.368,28,1.3,0.2,4.6,.499,.429,4.9,11.3,.805,2.3,2.9,54,21,26.8,Marcus Morris,0.8,1.9,13.6,PF,2017-18,0.6,BOS,5.4,1.2
207,3.1,6.1,.508,1.9,5.2,.375,29,1.5,0.3,5.1,.533,.447,5.0,11.3,.844,1.9,2.3,75,53,27.9,Marcus Morris,1.0,2.4,13.9,PF,2018-19,0.6,BOS,6.1,1.2
208,0.8,1.8,.473,0.9,2.4,.384,25,0.9,0.1,1.6,.531,.422,1.7,4.1,.714,0.2,0.2,31,5,15.1,Reggie Bullock,0.4,0.7,4.5,SF,2016-17,0.6,DET,2.1,0.3
209,2.3,4.3,.536,2.0,4.5,.445,26,1.5,0.2,2.0,.603,.489,4.3,8.8,.796,0.6,0.8,62,52,27.9,Reggie Bullock,0.4,1.1,11.3,SF,2017-18,0.8,DET,2.5,0.8
210,1.5,3.2,.483,2.3,6.2,.377,27,2.0,0.2,2.4,.537,.412,3.9,9.4,.859,1.2,1.3,63,60,29.8,Reggie Bullock,0.3,1.7,11.3,SG,2018-19,0.6,traded,2.7,1.0
211,5.7,11.6,.487,1.3,3.7,.340,23,6.3,0.2,2.6,.493,.451,6.9,15.4,.855,2.8,3.2,79,78,31.5,Dennis Schröder,0.5,1.9,17.9,PG,2016-17,0.9,ATL,3.1,3.3
212,6.3,13.2,.480,1.1,3.9,.290,24,6.2,0.1,2.4,.469,.436,7.5,17.1,.849,3.4,4.0,67,67,31.0,Dennis Schröder,0.7,2.2,19.4,PG,2017-18,1.1,ATL,3.1,2.7
213,4.2,9.4,.450,1.6,4.6,.341,25,4.1,0.2,3.1,.470,.414,5.8,14.0,.819,2.4,2.9,79,14,29.3,Dennis Schröder,0.5,2.4,15.5,PG,2018-19,0.8,OKC,3.6,2.2
214,4.7,8.2,.572,0.0,0.0,0,23,1.1,1.0,4.2,.571,.571,4.7,8.2,.611,2.0,3.2,80,80,29.9,Steven Adams,3.5,2.4,11.3,C,2016-17,1.1,OKC,7.7,1.8
215,5.9,9.3,.631,0.0,0.0,0,24,1.2,1.0,4.0,.629,.629,5.9,9.4,.559,2.1,3.8,76,76,32.7,Steven Adams,5.1,2.8,13.9,C,2017-18,1.2,OKC,9.0,1.7
216,6.0,10.1,.596,0.0,0.0,0,25,1.6,1.0,4.6,.595,.595,6.0,10.1,.500,1.8,3.7,80,80,33.4,Steven Adams,4.9,2.6,13.9,C,2018-19,1.5,OKC,9.5,1.7
217,3.3,6.8,.491,2.0,5.1,.389,28,2.1,0.2,4.5,.531,.447,5.3,11.9,.902,5.5,6.1,63,63,33.9,Danilo Gallinari,0.6,1.5,18.2,SF,2016-17,0.6,DEN,5.2,1.3
218,3.1,6.9,.455,1.7,5.3,.324,29,2.0,0.5,4.4,.469,.398,4.9,12.2,.931,3.9,4.1,21,21,32.0,Danilo Gallinari,0.4,1.4,15.3,SF,2017-18,0.6,LAC,4.8,1.2
219,3.6,7.5,.484,2.4,5.5,.433,30,2.6,0.3,5.3,.554,.463,6.0,13.0,.904,5.4,6.0,68,68,30.3,Danilo Gallinari,0.8,1.9,19.8,SF,2018-19,0.7,LAC,6.1,1.5
220,0.9,2.0,.458,1.4,3.9,.372,27,1.2,0.4,3.6,.523,.401,2.4,5.9,.717,0.7,0.9,65,8,24.6,Patrick Patterson,1.0,1.8,6.8,PF,2016-17,0.6,TOR,4.5,0.6
221,0.5,1.2,.421,0.8,2.1,.386,28,0.7,0.3,2.0,.523,.398,1.3,3.2,.870,0.5,0.6,82,3,15.5,Patrick Patterson,0.4,1.1,3.9,PF,2017-18,0.6,OKC,2.4,0.4
222,0.6,1.3,.439,0.7,2.2,.336,29,0.5,0.2,1.7,.479,.374,1.3,3.5,.633,0.3,0.5,63,5,13.7,Patrick Patterson,0.7,0.7,3.6,PF,2018-19,0.3,OKC,2.3,0.3
223,0.6,1.8,.321,0.5,1.4,.354,24,0.5,0.2,1.2,.413,.336,1.0,3.1,.590,0.5,0.8,48,1,10.9,Abdel Nader,0.3,0.9,3.0,SF,2017-18,0.3,BOS,1.5,0.7
224,1.0,1.9,.513,0.5,1.6,.320,25,0.3,0.2,1.7,.498,.423,1.5,3.5,.750,0.4,0.6,61,1,11.4,Abdel Nader,0.2,1.1,4.0,SF,2018-19,0.3,OKC,1.9,0.4
225,1.5,2.4,.608,0.5,1.5,.311,24,0.7,0.6,2.5,.555,.496,1.9,3.9,.611,0.5,0.8,70,70,22.2,Andre Roberson,1.1,1.9,4.8,SG,2015-16,0.8,OKC,3.6,0.5
226,2.2,3.5,.609,0.6,2.3,.245,25,1.0,1.0,3.9,.513,.464,2.7,5.9,.423,0.6,1.4,79,79,30.1,Andre Roberson,1.2,2.6,6.6,SF,2016-17,1.2,OKC,5.1,0.6
227,2.0,3.2,.627,0.2,0.9,.222,26,1.2,0.9,2.8,.562,.537,2.2,4.2,.316,0.3,1.0,39,39,26.6,Andre Roberson,1.9,2.3,5.0,SG,2017-18,1.2,OKC,4.7,0.8
228,0.5,0.8,.612,0.7,2.0,.333,19,0.3,0.2,0.5,.533,.414,1.1,2.8,.900,0.1,0.2,61,12,12.5,Terrance Ferguson,0.3,1.4,3.1,SG,2017-18,0.4,OKC,0.8,0.2
229,1.1,1.9,.560,1.4,3.9,.366,20,1.0,0.2,1.5,.552,.429,2.5,5.8,.725,0.5,0.7,74,74,26.1,Terrance Ferguson,0.4,3.1,6.9,SG,2018-19,0.5,OKC,1.9,0.6
230,3.5,7.0,.503,0.6,1.7,.367,20,3.3,0.5,2.1,.512,.476,4.2,8.7,.800,1.9,2.4,82,73,26.5,Shai Gilgeous-Alexander,0.7,2.1,10.8,PG,2018-19,1.2,LAC,2.8,1.7
231,4.1,7.9,.518,2.0,5.0,.411,31,9.2,0.1,4.3,.555,.476,6.1,12.9,.892,3.8,4.3,61,61,31.5,Chris Paul,0.7,2.4,18.1,PG,2016-17,2.0,LAC,5.0,2.4
232,3.8,7.2,.532,2.5,6.5,.380,32,7.9,0.2,4.8,.550,.460,6.3,13.8,.919,3.5,3.8,58,58,31.8,Chris Paul,0.6,2.4,18.6,PG,2017-18,1.7,HOU,5.4,2.2
233,3.0,6.3,.479,2.2,6.1,.358,33,8.2,0.3,3.9,.508,.419,5.2,12.4,.862,3.0,3.5,58,58,32.0,Chris Paul,0.6,2.5,15.6,PG,2018-19,2.0,HOU,4.6,2.6
234,1.4,2.8,.504,0.1,0.5,.167,20,0.3,0.2,1.2,.467,.455,1.5,3.2,.610,0.7,1.2,51,3,10.3,Hamidou Diallo,0.7,1.5,3.7,SG,2018-19,0.4,OKC,1.9,0.5
235,0.8,1.7,.455,0.3,0.8,.296,25,0.3,0.3,0.8,.451,.402,1.0,2.6,.667,0.3,0.4,32,0,7.5,Deonte Burton,0.1,1.0,2.6,SG,2018-19,0.2,OKC,0.9,0.3
236,0.0,0.0,,0.0,0.7,.000,23,0.0,0.0,0.0,.000,.000,0.0,0.7,,0.0,0.0,3,0,0.7,Donte Grantham,0.0,0.0,0.0,SF,2018-19,0.0,OKC,0.0,0.0
237,3.6,6.0,.597,0.0,0.0,0,22,1.0,1.0,3.9,.595,.595,3.6,6.1,.694,1.5,2.2,51,19,20.5,Nerlens Noel,1.8,2.5,8.7,C,2016-17,1.3,traded,5.8,1.0
238,1.8,3.5,.529,0.0,0.0,0,23,0.7,0.7,4.0,.524,.524,1.8,3.5,.750,0.7,0.9,30,6,15.7,Nerlens Noel,1.6,2.0,4.4,C,2017-18,1.0,DAL,5.6,0.9
239,2.1,3.6,.587,0.0,0.0,0,24,0.6,1.2,2.6,.587,.587,2.1,3.6,.684,0.7,1.0,77,2,13.7,Nerlens Noel,1.6,2.2,4.9,C,2018-19,0.9,OKC,4.2,0.6
240,1.8,3.2,.546,0.7,1.6,.418,25,1.4,0.6,2.3,.573,.504,2.4,4.8,.766,0.7,0.9,70,3,17.7,Mike Muscala,1.1,1.4,6.2,C,2016-17,0.4,ATL,3.4,0.8
241,1.5,2.7,.559,1.2,3.2,.371,26,1.0,0.5,3.3,.558,.458,2.7,5.9,.919,1.1,1.2,53,7,20.0,Mike Muscala,1.1,1.5,7.6,C,2017-18,0.6,ATL,4.3,0.8
242,0.9,1.6,.533,1.4,4.0,.348,27,1.2,0.6,2.9,.525,.402,2.3,5.6,.824,1.1,1.3,64,10,20.4,Mike Muscala,0.9,2.0,7.0,PF,2018-19,0.3,traded,3.8,0.8
243,1.3,3.1,.412,1.2,3.5,.347,29,2.7,0.0,1.3,.469,.377,2.5,6.6,.814,1.7,2.1,78,20,19.7,D.J. Augustin,0.2,1.3,7.9,PG,2016-17,0.4,ORL,1.5,1.2
244,1.7,3.6,.485,1.5,3.6,.419,30,3.8,0.0,1.7,.557,.452,3.3,7.2,.868,2.2,2.5,75,36,23.5,D.J. Augustin,0.4,1.3,10.2,PG,2017-18,0.7,ORL,2.1,1.6
245,2.3,4.5,.511,1.6,3.8,.421,31,5.3,0.0,2.0,.566,.470,3.9,8.4,.866,2.2,2.6,81,81,28.0,D.J. Augustin,0.5,1.4,11.7,PG,2018-19,0.6,ORL,2.5,1.6
246,4.1,8.4,.491,1.9,5.3,.356,24,3.0,0.1,2.4,.508,.439,6.0,13.7,.805,3.3,4.1,68,66,32.9,Evan Fournier,0.6,2.6,17.2,SG,2016-17,1.0,ORL,3.1,2.1
247,4.2,8.2,.516,2.2,5.9,.379,25,2.9,0.3,2.8,.538,.459,6.5,14.1,.867,2.6,3.0,57,57,32.2,Evan Fournier,0.4,2.4,17.8,SF,2017-18,0.8,ORL,3.2,1.7
248,3.9,7.6,.509,1.9,5.6,.340,26,3.6,0.1,2.7,.509,.438,5.8,13.2,.806,1.7,2.1,81,81,31.5,Evan Fournier,0.5,2.8,15.1,SG,2018-19,0.9,ORL,3.2,1.9
249,1.4,3.7,.394,0.6,1.7,.348,20,0.7,1.1,3.1,.434,.379,2.0,5.4,.760,0.7,0.9,27,10,19.9,Jonathan Isaac,0.6,1.8,5.4,PF,2017-18,1.2,ORL,3.7,1.0
250,2.3,4.6,.510,1.1,3.5,.323,21,1.1,1.3,4.2,.499,.429,3.5,8.1,.815,1.5,1.8,75,64,26.6,Jonathan Isaac,1.3,1.9,9.6,PF,2018-19,0.8,ORL,5.5,1.0
251,3.2,7.9,.409,0.0,0.1,.000,19,3.8,0.3,2.3,.405,.405,3.2,7.9,.476,0.7,1.5,14,0,18.1,Markelle Fultz,0.8,1.6,7.1,SG,2017-18,0.9,PHI,3.1,1.2
252,3.2,7.4,.433,0.2,0.7,.286,20,3.1,0.3,2.3,.432,.419,3.4,8.2,.568,1.1,1.9,19,15,22.5,Markelle Fultz,1.4,2.7,8.2,SG,2018-19,0.9,PHI,3.7,1.3
253,1.4,2.8,.488,0.1,0.7,.196,23,0.9,0.2,1.6,.447,.427,1.5,3.5,.723,0.5,0.8,62,12,16.5,Wesley Iwundu,0.6,1.3,3.7,SF,2017-18,0.5,ORL,2.2,0.5
254,1.2,2.9,.431,0.4,1.2,.367,24,1.1,0.3,2.2,.465,.412,1.7,4.0,.816,1.2,1.5,68,13,18.1,Wesley Iwundu,0.5,1.8,5.0,SF,2018-19,0.4,ORL,2.7,0.6
255,2.0,3.7,.555,0.4,1.5,.300,20,0.8,1.4,3.6,.525,.481,2.5,5.2,.587,0.8,1.3,47,1,16.3,Mohamed Bamba,1.4,2.2,6.2,C,2018-19,0.3,ORL,5.0,0.9
256,4.0,7.5,.528,1.0,3.3,.288,21,1.9,0.5,3.6,.499,.454,4.9,10.8,.719,2.0,2.7,80,72,28.7,Aaron Gordon,1.5,2.2,12.7,SF,2016-17,0.8,ORL,5.1,1.1
257,4.5,9.0,.497,2.0,5.9,.336,22,2.3,0.8,6.4,.500,.434,6.5,14.9,.698,2.7,3.9,58,57,32.9,Aaron Gordon,1.5,1.9,17.6,PF,2017-18,1.0,ORL,7.9,1.8
258,4.5,9.0,.499,1.6,4.4,.349,23,3.7,0.7,5.7,.507,.449,6.0,13.4,.731,2.4,3.2,78,78,33.8,Aaron Gordon,1.7,2.2,16.0,PF,2018-19,0.7,ORL,7.4,2.1
259,0.7,1.5,.467,0.0,0.6,.000,22,0.1,0.0,0.2,.333,.333,0.7,2.1,.250,0.1,0.4,10,0,4.4,Melvin Frazier,0.3,0.6,1.5,SG,2018-19,0.1,ORL,0.5,0.1
260,1.9,4.2,.445,1.1,3.5,.330,26,1.6,0.7,6.1,.468,.393,3.0,7.6,.706,1.6,2.2,61,25,29.1,Al-Farouq Aminu,1.3,1.7,8.7,PF,2016-17,1.0,POR,7.4,1.5
261,1.5,3.5,.432,1.8,4.9,.369,27,1.2,0.6,6.2,.503,.395,3.3,8.4,.738,0.9,1.2,69,67,30.0,Al-Farouq Aminu,1.4,2.0,9.3,PF,2017-18,1.1,POR,7.6,1.1
262,2.0,3.9,.514,1.2,3.5,.343,28,1.3,0.4,6.1,.514,.433,3.2,7.3,.867,1.9,2.1,81,81,28.3,Al-Farouq Aminu,1.4,1.8,9.4,PF,2018-19,0.8,POR,7.5,0.9
263,6.1,12.7,.481,0.3,1.0,.307,26,2.8,1.0,8.0,.480,.468,6.4,13.7,.669,1.4,2.1,75,55,28.8,Nikola Vučević,2.3,2.4,14.6,C,2016-17,1.0,ORL,10.4,1.6
264,5.9,11.2,.527,1.1,3.6,.314,27,3.4,1.1,7.4,.513,.475,7.0,14.7,.819,1.4,1.6,57,57,29.5,Nikola Vučević,1.8,2.5,16.5,C,2017-18,1.0,ORL,9.2,1.9
265,7.7,14.0,.549,1.1,2.9,.364,28,3.8,1.1,9.2,.549,.518,8.8,16.9,.789,2.2,2.8,80,80,31.4,Nikola Vučević,2.8,2.0,20.8,C,2018-19,1.0,ORL,12.0,2.0
266,2.4,4.6,.518,1.8,5.0,.363,25,1.1,0.4,2.4,.532,.437,4.2,9.6,.831,0.8,1.0,78,24,25.1,Terrence Ross,0.2,1.8,11.0,SF,2016-17,1.1,traded,2.6,0.9
267,1.9,4.1,.469,1.3,3.9,.323,26,1.6,0.5,2.6,.476,.398,3.2,8.0,.750,1.1,1.5,24,20,25.0,Terrence Ross,0.4,1.9,8.7,SG,2017-18,1.1,ORL,3.0,1.2
268,2.8,5.7,.484,2.7,7.0,.383,27,1.7,0.4,3.1,.534,.428,5.4,12.7,.875,1.6,1.8,81,0,26.5,Terrence Ross,0.3,1.5,15.1,SG,2018-19,0.9,ORL,3.5,1.1
269,2.2,5.4,.401,0.3,1.4,.234,25,2.5,0.5,2.9,.391,.366,2.5,6.8,.753,1.3,1.7,45,19,18.8,Michael Carter-Williams,0.5,2.3,6.6,PG,2016-17,0.8,CHI,3.4,1.5
270,1.2,3.3,.365,0.3,1.1,.237,26,2.2,0.4,1.9,.362,.332,1.5,4.4,.820,1.4,1.7,52,2,16.1,Michael Carter-Williams,0.7,1.9,4.6,PG,2017-18,0.8,CHO,2.7,1.0
271,1.3,3.0,.424,0.4,1.4,.263,27,2.5,0.5,1.8,.415,.374,1.6,4.4,.604,1.1,1.9,28,1,13.3,Michael Carter-Williams,0.7,1.7,4.8,PG,2018-19,0.7,traded,2.5,0.7
272,1.6,3.0,.540,0.0,0.0,0,25,0.8,0.5,2.6,.540,.540,1.6,3.0,.689,1.0,1.5,42,0,13.8,Khem Birch,1.7,1.3,4.2,C,2017-18,0.4,ORL,4.3,0.5
273,1.8,3.0,.607,0.0,0.0,0,26,0.8,0.6,2.2,.603,.603,1.8,3.0,.699,1.2,1.7,50,1,12.9,Khem Birch,1.6,1.4,4.8,C,2018-19,0.4,ORL,3.8,0.4
274,6.7,12.2,.551,0.0,0.1,.000,21,8.2,0.9,6.3,.545,.545,6.7,12.3,.560,2.4,4.2,81,81,33.7,Ben Simmons,1.8,2.6,15.8,PG,2017-18,1.7,PHI,8.1,3.4
275,6.8,12.1,.566,0.0,0.1,.000,22,7.7,0.8,6.6,.563,.563,6.8,12.2,.600,3.3,5.4,79,79,34.2,Ben Simmons,2.2,2.6,16.9,PG,2018-19,1.4,PHI,8.8,3.5
276,2.4,5.4,.444,1.4,4.3,.330,23,2.6,0.7,2.5,.467,.394,3.8,9.7,.779,1.1,1.5,53,34,30.5,Josh Richardson,0.7,2.5,10.2,SG,2016-17,1.1,MIA,3.2,1.2
277,3.4,6.8,.495,1.6,4.1,.378,24,2.9,0.9,2.7,.523,.451,4.9,10.9,.845,1.5,1.8,81,81,33.2,Josh Richardson,0.9,2.5,12.9,SF,2017-18,1.5,MIA,3.5,1.7
278,3.5,7.8,.458,2.2,6.3,.357,25,4.1,0.5,2.9,.492,.412,5.8,14.1,.861,2.7,3.2,73,73,34.8,Josh Richardson,0.7,2.7,16.6,SG,2018-19,1.1,MIA,3.6,1.5
279,5.3,10.7,.495,1.2,3.2,.367,22,2.1,2.5,5.9,.508,.466,6.5,13.8,.783,6.2,7.9,31,31,25.4,Joel Embiid,2.0,3.6,20.2,C,2016-17,0.9,PHI,7.8,3.8
280,7.0,13.4,.527,1.0,3.4,.308,23,3.2,1.8,8.7,.514,.483,8.1,16.8,.769,5.7,7.4,63,63,30.3,Joel Embiid,2.3,3.3,22.9,C,2017-18,0.6,PHI,11.0,3.7
281,7.8,14.6,.535,1.2,4.1,.300,24,3.7,1.9,11.1,.517,.484,9.1,18.7,.804,8.2,10.1,64,64,33.7,Joel Embiid,2.5,3.3,27.5,C,2018-19,0.7,PHI,13.6,3.5
282,1.3,3.0,.444,1.0,2.7,.375,19,1.7,0.3,1.7,.500,.412,2.3,5.7,.750,1.0,1.3,6,2,18.5,Zhaire Smith,0.5,1.3,6.7,SG,2018-19,0.3,PHI,2.2,1.0
283,1.0,1.5,.697,0.8,2.2,.354,23,0.9,0.9,2.7,.599,.494,1.8,3.7,.481,0.3,0.6,44,10,14.5,Jonah Bolden,1.1,2.3,4.7,PF,2018-19,0.4,PHI,3.8,0.8
284,1.0,2.2,.465,0.7,2.2,.318,22,0.9,0.4,1.3,.471,.391,1.7,4.4,.714,0.3,0.4,20,0,13.4,Shake Milton,0.5,1.5,4.4,SG,2018-19,0.4,PHI,1.8,0.3
285,4.3,8.2,.524,1.3,3.6,.355,30,5.0,1.3,5.4,.527,.473,5.6,11.8,.800,1.6,2.0,68,68,32.3,Al Horford,1.4,2.0,14.0,C,2016-17,0.8,BOS,6.8,1.7
286,3.8,7.3,.514,1.3,3.1,.429,31,4.7,1.1,5.9,.553,.489,5.1,10.5,.783,1.3,1.7,72,72,31.6,Al Horford,1.4,1.9,12.9,C,2017-18,0.6,BOS,7.4,1.8
287,4.6,7.6,.604,1.1,3.0,.360,32,4.2,1.3,5.0,.586,.535,5.7,10.6,.821,1.1,1.4,68,68,29.0,Al Horford,1.8,1.9,13.6,C,2018-19,0.9,BOS,6.7,1.5
288,4.9,9.1,.537,1.3,3.8,.347,24,1.7,0.5,4.3,.532,.481,6.2,13.0,.841,2.3,2.8,82,48,31.3,Tobias Harris,0.8,1.6,16.1,PF,2016-17,0.7,DET,5.1,1.2
289,4.7,9.7,.488,2.3,5.6,.411,25,2.4,0.4,4.7,.535,.460,7.0,15.3,.829,2.2,2.7,80,80,33.4,Tobias Harris,0.7,2.1,18.6,PF,2017-18,0.9,traded,5.5,1.3
290,5.5,10.5,.528,1.9,4.8,.397,26,2.8,0.5,7.0,.549,.487,7.5,15.3,.866,3.2,3.7,82,82,34.7,Tobias Harris,0.8,2.2,20.0,PF,2018-19,0.6,traded,7.9,1.8
291,0.7,1.8,.406,0.2,1.5,.148,28,0.9,0.2,1.5,.322,.288,0.9,3.3,.875,0.4,0.4,18,0,10.8,Mike Scott,0.6,0.7,2.5,PF,2016-17,0.2,ATL,2.1,0.4
292,2.8,4.8,.582,0.9,2.1,.405,29,1.1,0.1,2.6,.590,.527,3.6,6.9,.658,0.7,1.0,76,1,18.5,Mike Scott,0.7,1.9,8.8,PF,2017-18,0.3,WAS,3.3,1.0
293,0.8,2.1,.399,1.3,3.2,.401,30,0.8,0.2,2.9,.520,.400,2.1,5.3,.667,0.3,0.4,79,3,17.7,Mike Scott,0.5,2.0,5.8,PF,2018-19,0.3,traded,3.5,0.6
294,2.7,5.0,.538,0.0,0.2,.118,26,1.5,1.3,3.6,.523,.521,2.7,5.2,.771,0.8,1.1,79,8,15.6,Kyle O'Quinn,2.0,2.2,6.3,C,2016-17,0.5,NYK,5.6,1.0
295,2.9,4.8,.599,0.1,0.2,.235,27,2.1,1.3,4.5,.589,.583,2.9,5.0,.772,1.3,1.6,77,10,18.0,Kyle O'Quinn,1.6,2.5,7.1,C,2017-18,0.5,NYK,6.1,1.3
296,1.5,2.8,.548,0.0,0.3,.083,28,1.2,0.6,2.0,.511,.507,1.5,3.0,.810,0.4,0.5,45,3,8.2,Kyle O'Quinn,0.6,1.5,3.5,C,2018-19,0.2,IND,2.6,0.7
297,1.5,2.9,.516,0.8,2.1,.372,26,1.0,0.3,3.0,.534,.455,2.3,5.0,.782,1.3,1.7,64,28,23.5,James Ennis,1.1,2.6,6.7,SF,2016-17,0.7,MEM,4.0,0.9
298,1.8,3.2,.567,0.7,2.1,.333,27,1.0,0.3,2.1,.540,.474,2.5,5.3,.836,1.3,1.6,72,22,22.3,James Ennis,1.0,1.9,7.1,SF,2017-18,0.7,traded,3.1,0.8
299,1.4,2.4,.601,0.9,2.7,.353,28,0.7,0.4,2.1,.563,.469,2.4,5.1,.716,1.0,1.4,58,27,21.2,James Ennis,1.0,2.6,6.7,SF,2018-19,0.7,traded,3.1,0.6
300,0.8,1.5,.517,0.3,0.8,.323,24,0.9,0.1,0.7,.505,.451,1.0,2.3,.889,0.2,0.2,40,0,8.7,Raul Neto,0.1,1.2,2.5,PG,2016-17,0.5,UTA,0.8,0.4
