,2_pointers,2_pointers_attempted,2pt_percentage,3_pointers,3_pointers_attempted,3pt_percentage,age,assists,blocks,defensive_rebounds,effective_field_goal_percentage,field_goal_percentage,field_goals,field_goals_attempted,free_throw_percentage,free_throws,free_throws_attempted,games,games_start,minutes_played,name,offensive_rebounds,personal_fouls,points,position,season,steals,team,total_rebounds,turnovers
301,1.2,2.5,.481,0.5,1.1,.404,25,1.8,0.1,1.0,.520,.457,1.7,3.7,.743,0.6,0.9,41,0,12.1,Raul Neto,0.2,0.9,4.5,PG,2017-18,0.3,UTA,1.2,0.9
302,1.5,2.7,.535,0.5,1.6,.333,26,2.5,0.1,1.5,.522,.460,2.0,4.4,.848,0.8,0.9,37,1,12.8,Raul Neto,0.2,1.3,5.3,PG,2018-19,0.4,UTA,1.7,0.9
303,3.6,7.9,.460,1.3,3.4,.372,24,3.2,0.6,3.3,.490,.433,4.9,11.3,.768,2.7,3.5,73,0,29.8,Tyler Johnson,0.7,2.4,13.7,PG,2016-17,1.2,MIA,4.0,1.2
304,2.6,5.4,.491,1.7,4.5,.367,25,2.3,0.5,3.0,.518,.435,4.3,9.9,.822,1.5,1.8,72,39,28.5,Tyler Johnson,0.5,2.1,11.7,PG,2017-18,0.8,MIA,3.4,1.1
305,2.2,4.7,.477,1.6,4.6,.346,26,2.9,0.5,2.4,.498,.413,3.8,9.2,.748,1.7,2.2,57,22,26.8,Tyler Johnson,0.6,1.7,10.9,PG,2018-19,0.9,traded,3.0,1.4
306,3.4,7.2,.469,1.3,4.2,.311,22,2.2,0.4,5.0,.468,.411,4.7,11.4,.782,2.1,2.7,81,36,26.3,Dario Šarić,1.4,2.0,12.8,PF,2016-17,0.7,PHI,6.3,2.3
307,3.2,6.3,.501,2.0,5.1,.393,23,2.6,0.3,4.7,.541,.453,5.2,11.4,.860,2.3,2.7,78,73,29.6,Dario Šarić,2.0,2.1,14.6,PF,2017-18,0.7,PHI,6.7,1.9
308,2.3,4.6,.499,1.5,4.0,.365,24,1.6,0.1,4.1,.522,.437,3.8,8.6,.880,1.6,1.9,81,41,25.0,Dario Šarić,1.6,2.2,10.6,PF,2018-19,0.6,traded,5.6,1.2
309,7.2,12.2,.588,0.0,0.1,.000,20,1.8,0.9,7.1,.585,.585,7.2,12.3,.746,2.0,2.7,71,70,30.7,Deandre Ayton,3.1,2.9,16.3,C,2018-19,0.9,PHO,10.3,1.8
310,1.7,3.0,.548,1.3,3.8,.335,22,2.1,0.5,2.5,.523,.430,3.0,6.9,.805,1.2,1.4,82,56,29.5,Mikal Bridges,0.7,2.5,8.3,SF,2018-19,1.6,PHO,3.2,0.9
311,1.9,3.7,.513,0.0,0.0,0,30,0.4,0.5,3.0,.513,.513,1.9,3.7,.840,1.1,1.3,75,2,15.5,Aron Baynes,1.5,2.2,4.9,C,2016-17,0.2,DET,4.4,0.7
312,2.6,5.2,.487,0.0,0.3,.143,31,1.1,0.6,3.8,.474,.471,2.6,5.5,.756,0.7,1.0,81,67,18.3,Aron Baynes,1.6,2.5,6.0,C,2017-18,0.3,BOS,5.4,1.0
313,1.6,3.2,.519,0.4,1.2,.344,32,1.1,0.7,3.0,.518,.471,2.1,4.4,.855,1.0,1.2,51,18,16.1,Aron Baynes,1.7,2.5,5.6,C,2018-19,0.2,BOS,4.7,0.8
314,1.4,3.0,.475,0.7,2.5,.295,21,2.4,0.1,1.6,.460,.393,2.2,5.5,.787,0.7,0.9,53,16,18.1,Élie Okobo,0.2,2.1,5.7,PG,2018-19,0.6,PHO,1.8,1.3
315,5.9,13.2,.447,1.9,5.2,.363,20,3.4,0.3,2.6,.475,.423,7.8,18.3,.832,4.7,5.7,78,78,35.0,Devin Booker,0.6,3.1,22.1,SG,2016-17,0.9,PHO,3.2,3.1
316,5.7,12.4,.460,2.7,7.1,.383,21,4.7,0.3,4.0,.501,.432,8.4,19.5,.878,5.4,6.1,54,54,34.5,Devin Booker,0.5,3.1,24.9,SG,2017-18,0.9,PHO,4.5,3.6
317,7.0,13.1,.536,2.1,6.5,.326,22,6.8,0.2,3.5,.521,.467,9.2,19.6,.866,6.1,7.1,64,64,35.0,Devin Booker,0.6,3.1,26.6,SG,2018-19,0.9,PHO,4.1,4.1
318,0.6,2.1,.265,0.9,2.6,.333,23,1.8,0.3,1.3,.395,.303,1.4,4.7,.813,0.7,0.8,39,3,14.8,Jevon Carter,0.4,1.4,4.4,PG,2018-19,0.7,MEM,1.7,0.8
319,2.7,6.1,.443,0.8,2.6,.306,26,9.1,0.1,3.2,.448,.402,3.5,8.7,.891,3.4,3.8,75,75,32.9,Ricky Rubio,0.9,2.7,11.1,PG,2016-17,1.7,MIN,4.1,2.6
320,3.2,7.2,.451,1.2,3.5,.352,27,5.3,0.1,4.0,.476,.418,4.5,10.7,.866,2.9,3.3,77,77,29.3,Ricky Rubio,0.6,2.7,13.1,PG,2017-18,1.6,UTA,4.6,2.7
321,3.2,7.0,.454,1.2,3.7,.311,28,6.1,0.1,3.1,.458,.404,4.3,10.7,.855,2.9,3.4,68,67,27.9,Ricky Rubio,0.5,2.6,12.7,PG,2018-19,1.3,UTA,3.6,2.6
322,1.7,3.2,.520,0.7,2.4,.287,21,0.6,0.2,2.5,.482,.421,2.4,5.6,.758,0.9,1.3,79,5,20.3,Kelly Oubre Jr.,0.8,2.5,6.3,SF,2016-17,0.7,WAS,3.3,0.6
323,2.4,5.2,.456,1.6,4.6,.341,22,1.2,0.4,3.8,.482,.403,3.9,9.8,.820,2.4,2.9,81,11,27.5,Kelly Oubre Jr.,0.7,2.9,11.8,SF,2017-18,1.0,WAS,4.5,1.1
324,3.9,7.3,.530,1.6,4.9,.320,23,1.2,0.9,3.7,.510,.445,5.4,12.2,.775,2.7,3.5,69,19,28.0,Kelly Oubre Jr.,1.0,2.6,15.2,SF,2018-19,1.2,traded,4.7,1.5
325,2.7,6.0,.455,1.5,4.7,.328,23,2.2,0.5,3.7,.471,.399,4.3,10.7,.756,1.6,2.1,75,16,26.1,Frank Kaminsky,0.8,1.9,11.7,C,2016-17,0.6,CHO,4.5,1.0
326,2.6,5.6,.459,1.3,3.5,.380,24,1.6,0.2,3.1,.501,.429,3.9,9.1,.799,2.0,2.5,79,4,23.2,Frank Kaminsky,0.6,1.2,11.1,PF,2017-18,0.5,CHO,3.6,0.8
327,1.9,3.4,.553,1.1,3.0,.360,25,1.3,0.3,2.6,.547,.463,2.9,6.3,.738,1.7,2.3,47,0,16.1,Frank Kaminsky,0.8,1.4,8.6,C,2018-19,0.3,CHO,3.5,0.9
328,6.0,12.1,.492,2.9,7.7,.370,26,5.9,0.3,4.3,.516,.444,8.8,19.8,.895,6.5,7.3,75,75,35.9,Damian Lillard,0.6,2.0,27.0,PG,2016-17,0.9,POR,4.9,2.6
329,5.4,10.8,.501,3.1,8.6,.361,27,6.6,0.4,3.6,.519,.439,8.5,19.4,.916,6.8,7.4,73,73,36.6,Damian Lillard,0.8,1.6,26.9,PG,2017-18,1.1,POR,4.5,2.8
330,5.6,11.1,.499,3.0,8.0,.369,28,6.9,0.4,3.8,.522,.444,8.5,19.2,.912,5.9,6.4,80,80,35.5,Damian Lillard,0.9,1.9,25.8,PG,2018-19,1.1,POR,4.6,2.7
331,6.3,12.5,.506,2.3,5.5,.421,25,3.6,0.5,2.9,.544,.480,8.7,18.0,.912,3.4,3.7,80,80,35.0,CJ McCollum,0.8,2.5,23.0,SG,2016-17,0.9,POR,3.6,2.2
332,5.9,12.7,.465,2.3,5.9,.397,26,3.4,0.4,3.3,.506,.443,8.2,18.6,.836,2.6,3.1,81,81,36.1,CJ McCollum,0.7,2.1,21.4,SG,2017-18,1.0,POR,4.0,1.9
333,5.8,11.4,.506,2.4,6.4,.375,27,3.0,0.4,3.1,.527,.459,8.2,17.8,.828,2.3,2.7,70,70,33.9,CJ McCollum,0.9,2.5,21.0,SG,2018-19,0.8,POR,4.0,1.5
334,2.8,6.2,.446,1.3,3.6,.346,27,2.4,0.7,2.5,.473,.409,4.0,9.9,.708,1.6,2.3,73,64,26.9,Kent Bazemore,0.6,2.3,11.0,SF,2016-17,1.2,ATL,3.2,1.7
335,2.7,6.2,.438,1.7,4.2,.394,28,3.5,0.7,3.4,.500,.420,4.4,10.4,.796,2.5,3.1,65,65,27.5,Kent Bazemore,0.4,2.3,12.9,SG,2017-18,1.5,ATL,3.8,2.4
336,2.7,5.8,.465,1.4,4.5,.320,29,2.3,0.6,3.3,.472,.402,4.1,10.3,.726,1.9,2.6,67,35,24.5,Kent Bazemore,0.6,2.5,11.6,SG,2018-19,1.3,ATL,3.9,1.8
337,7.0,12.6,.557,0.0,0.0,0,27,0.7,2.1,10.3,.557,.557,7.0,12.6,.628,2.9,4.6,77,77,32.6,Hassan Whiteside,3.8,2.9,17.0,C,2016-17,0.7,MIA,14.1,2.0
338,5.7,10.7,.538,0.0,0.0,0,28,1.0,1.7,8.2,.542,.540,5.8,10.7,.703,2.4,3.4,54,54,25.3,Hassan Whiteside,3.2,2.4,14.0,C,2017-18,0.7,MIA,11.4,1.7
339,5.4,9.2,.581,0.0,0.2,.125,29,0.8,1.9,7.8,.572,.571,5.4,9.4,.449,1.5,3.4,72,53,23.3,Hassan Whiteside,3.6,2.7,12.3,C,2018-19,0.6,MIA,11.3,1.3
340,3.5,6.4,.543,0.1,0.2,.375,20,0.8,0.4,3.4,.544,.537,3.5,6.6,.703,1.6,2.2,33,12,18.5,Skal Labissière,1.5,1.9,8.8,PF,2016-17,0.5,SAC,4.9,1.1
341,3.1,6.8,.459,0.3,0.9,.353,21,1.2,0.8,3.2,.467,.448,3.4,7.6,.805,1.6,2.0,60,28,20.7,Skal Labissière,1.7,2.2,8.7,PF,2017-18,0.4,SAC,4.8,1.2
342,0.9,1.6,.556,0.3,0.6,.462,22,0.5,0.3,1.5,.592,.531,1.2,2.2,.529,0.4,0.8,22,1,8.0,Skal Labissière,0.4,1.3,3.0,PF,2018-19,0.2,traded,2.0,0.5
343,1.2,2.7,.455,0.5,1.7,.310,20,0.8,0.5,2.7,.458,.398,1.7,4.4,.643,0.4,0.6,66,1,15.8,Zach Collins,0.7,2.0,4.4,C,2017-18,0.3,POR,3.3,0.9
344,1.9,3.6,.534,0.5,1.6,.331,21,0.9,0.9,2.8,.523,.473,2.5,5.2,.746,1.2,1.6,77,0,17.6,Zach Collins,1.4,2.3,6.6,C,2018-19,0.3,POR,4.2,1.0
345,0.9,1.7,.529,0.5,1.5,.345,19,0.7,0.0,0.5,.524,.444,1.4,3.2,.563,0.5,0.8,20,1,7.1,Anfernee Simons,0.2,0.5,3.8,SG,2018-19,0.1,POR,0.7,0.6
346,4.2,8.2,.508,0.0,0.0,0,22,1.9,1.1,4.8,.507,.507,4.2,8.2,.571,1.8,3.2,65,48,21.4,Jusuf Nurkić,2.4,2.5,10.2,C,2016-17,0.8,traded,7.2,2.2
347,6.1,11.9,.508,0.0,0.1,.000,23,1.8,1.4,6.6,.505,.505,6.1,12.0,.630,2.2,3.5,79,79,26.4,Jusuf Nurkić,2.4,3.1,14.3,C,2017-18,0.8,POR,9.0,2.3
348,5.8,11.1,.523,0.0,0.4,.103,24,3.2,1.4,7.0,.510,.508,5.8,11.5,.773,3.9,5.1,72,72,27.4,Jusuf Nurkić,3.4,3.5,15.6,C,2018-19,1.0,POR,10.4,2.3
349,0.7,1.9,.379,0.3,1.4,.238,20,0.3,0.1,0.7,.370,.320,1.1,3.3,.429,0.2,0.5,15,1,7.4,Gary Trent Jr.,0.1,0.3,2.7,SG,2018-19,0.1,POR,0.7,0.3
350,1.0,1.9,.537,1.4,3.5,.391,31,1.2,0.3,2.9,.570,.442,2.4,5.4,.744,0.9,1.3,65,9,22.7,Anthony Tolliver,0.8,1.7,7.1,PF,2016-17,0.5,SAC,3.6,0.9
351,0.8,1.4,.561,2.0,4.6,.436,32,1.1,0.3,2.4,.632,.464,2.8,6.0,.797,1.3,1.7,79,14,22.2,Anthony Tolliver,0.6,1.8,8.9,PF,2017-18,0.4,DET,3.1,0.7
352,0.3,0.7,.409,1.2,3.3,.377,33,0.7,0.3,2.5,.539,.382,1.5,4.0,.783,0.7,0.9,65,0,16.6,Anthony Tolliver,0.2,1.4,5.0,PF,2018-19,0.3,MIN,2.7,0.6
353,1.1,2.9,.398,0.7,2.2,.299,21,1.0,0.2,1.9,.420,.355,1.8,5.1,.800,0.6,0.8,65,2,14.8,Mario Hezonja,0.3,1.1,4.9,SF,2016-17,0.5,ORL,2.2,0.9
354,2.4,4.7,.523,1.2,3.6,.337,22,1.4,0.4,3.2,.515,.442,3.6,8.2,.819,1.1,1.4,75,30,22.1,Mario Hezonja,0.5,1.8,9.6,SF,2017-18,1.1,ORL,3.7,1.1
355,2.6,5.4,.478,0.7,2.6,.276,23,1.5,0.1,3.6,.457,.412,3.3,8.0,.763,1.5,2.0,58,24,20.8,Mario Hezonja,0.5,1.9,8.8,SF,2018-19,1.0,NYK,4.1,1.5
356,2.7,6.1,.440,1.9,5.2,.371,24,1.6,0.2,3.2,.494,.408,4.6,11.3,.783,1.5,1.9,59,55,27.0,Rodney Hood,0.3,2.2,12.7,SG,2016-17,0.6,UTA,3.4,1.1
357,3.3,7.0,.467,2.1,5.6,.381,25,1.6,0.2,2.4,.513,.429,5.4,12.5,.860,1.9,2.2,60,23,26.9,Rodney Hood,0.4,1.8,14.7,SG,2017-18,0.8,traded,2.8,1.2
358,2.9,6.0,.478,1.2,3.3,.356,26,1.8,0.2,1.8,.498,.435,4.1,9.3,.884,1.9,2.2,72,49,26.3,Rodney Hood,0.3,2.0,11.2,SG,2018-19,0.8,traded,2.2,0.8
359,2.7,6.1,.440,1.9,5.2,.371,24,1.6,0.2,3.2,.494,.408,4.6,11.3,.783,1.5,1.9,59,55,27.0,Rodney Hood,0.3,2.2,12.7,SG,2016-17,0.6,UTA,3.4,1.1
360,3.3,7.0,.467,2.1,5.6,.381,25,1.6,0.2,2.4,.513,.429,5.4,12.5,.860,1.9,2.2,60,23,26.9,Rodney Hood,0.4,1.8,14.7,SG,2017-18,0.8,traded,2.8,1.2
361,2.9,6.0,.478,1.2,3.3,.356,26,1.8,0.2,1.8,.498,.435,4.1,9.3,.884,1.9,2.2,72,49,26.3,Rodney Hood,0.3,2.0,11.2,SG,2018-19,0.8,traded,2.2,0.8
362,2.2,4.7,.461,1.8,4.6,.391,24,1.5,0.1,2.9,.523,.426,4.0,9.4,.842,0.8,0.9,82,55,23.0,Buddy Hield,0.4,1.4,10.6,SG,2016-17,0.5,traded,3.3,1.2
363,3.0,6.6,.457,2.2,5.1,.431,25,1.9,0.3,3.2,.540,.446,5.2,11.7,.877,0.9,1.0,80,12,25.3,Buddy Hield,0.7,1.9,13.5,SG,2017-18,1.1,SAC,3.8,1.6
364,4.2,8.6,.487,3.4,7.9,.427,26,2.5,0.4,3.7,.560,.458,7.6,16.6,.886,2.1,2.4,82,82,31.9,Buddy Hield,1.3,2.5,20.7,SG,2018-19,0.7,SAC,5.0,1.8
365,0.9,1.9,.442,0.0,0.3,.125,20,0.5,0.1,1.4,.408,.400,0.9,2.2,.667,0.4,0.7,27,3,7.0,Caleb Swanigan,0.6,1.4,2.3,PF,2017-18,0.2,POR,2.0,0.7
366,0.8,2.2,.370,0.0,0.3,.143,21,0.5,0.0,2.2,.349,.340,0.9,2.5,.667,0.3,0.4,21,0,8.5,Caleb Swanigan,0.8,1.3,2.0,PF,2018-19,0.3,traded,3.0,0.9
367,3.0,5.9,.512,0.0,0.1,.000,20,1.5,0.4,2.7,.503,.503,3.0,6.0,.637,1.0,1.6,58,0,14.1,Harry Giles,1.1,2.6,7.0,PF,2018-19,0.5,SAC,3.8,1.3
368,3.8,8.8,.436,0.6,2.1,.307,20,4.4,0.3,2.3,.441,.412,4.5,10.9,.723,1.9,2.7,73,60,27.8,De'Aaron Fox,0.5,2.2,11.6,PG,2017-18,1.0,SAC,2.8,2.4
369,5.2,10.7,.482,1.1,2.9,.371,21,7.3,0.6,3.2,.497,.458,6.2,13.6,.727,3.7,5.1,81,81,31.4,De'Aaron Fox,0.5,2.5,17.3,PG,2018-19,1.6,SAC,3.8,2.8
370,2.8,5.7,.485,1.7,4.2,.392,25,3.3,0.2,2.5,.529,.446,4.4,9.9,.840,1.3,1.5,78,53,27.9,Bogdan Bogdanović,0.4,2.2,11.8,SG,2017-18,0.9,SAC,2.9,1.6
371,3.2,7.0,.462,1.9,5.3,.360,26,3.8,0.2,2.9,.496,.418,5.2,12.3,.827,1.9,2.3,70,17,27.8,Bogdan Bogdanović,0.6,2.0,14.1,SG,2018-19,1.0,SAC,3.5,1.7
372,5.3,9.8,.534,0.5,1.5,.313,19,1.0,1.0,5.0,.525,.504,5.7,11.4,.691,2.9,4.2,62,4,25.3,Marvin Bagley III,2.6,1.9,14.9,PF,2018-19,0.5,SAC,7.6,1.6
373,1.5,2.8,.531,0.9,2.7,.316,28,1.2,0.3,2.9,.503,.424,2.3,5.5,.738,0.7,0.9,65,1,18.3,Nemanja Bjelica,0.9,2.4,6.2,PF,2016-17,0.6,MIN,3.8,0.9
374,1.4,2.8,.505,1.1,2.7,.415,29,1.3,0.2,3.3,.563,.461,2.6,5.5,.800,0.5,0.7,67,21,20.5,Nemanja Bjelica,0.8,2.1,6.8,PF,2017-18,0.7,MIN,4.1,0.8
375,2.4,4.4,.539,1.3,3.3,.401,30,1.9,0.7,4.1,.566,.479,3.7,7.7,.761,0.9,1.2,77,70,23.2,Nemanja Bjelica,1.6,2.6,9.6,PF,2018-19,0.7,SAC,5.8,1.1
376,2.0,4.7,.422,1.5,3.8,.386,23,3.7,0.2,2.0,.492,.406,3.5,8.6,.831,1.6,1.9,46,29,26.0,Yogi Ferrell,0.4,2.0,10.0,PG,2016-17,0.9,traded,2.4,1.5
377,2.2,4.5,.477,1.6,4.4,.373,24,2.5,0.1,2.7,.518,.426,3.8,8.9,.796,1.0,1.3,82,21,27.8,Yogi Ferrell,0.3,1.9,10.2,SG,2017-18,0.8,DAL,3.0,1.0
378,1.4,2.9,.488,0.8,2.1,.362,25,1.9,0.1,1.4,.511,.435,2.2,5.0,.896,0.8,0.9,71,3,15.0,Yogi Ferrell,0.2,0.9,5.9,PG,2018-19,0.5,SAC,1.5,0.6
379,0.9,1.6,.545,0.4,1.0,.429,23,0.0,0.0,0.9,.583,.500,1.3,2.6,1.000,0.3,0.3,7,0,7.0,B.J. Johnson,0.3,0.6,3.3,SF,2018-19,0.3,traded,1.1,0.3
380,3.1,6.6,.477,0.6,1.7,.356,25,3.3,0.2,2.3,.489,.452,3.7,8.3,.770,1.2,1.5,80,22,25.0,Cory Joseph,0.6,1.8,9.3,PG,2016-17,0.8,TOR,2.9,1.4
381,2.3,5.0,.457,0.8,2.3,.353,26,3.2,0.2,2.7,.479,.424,3.1,7.4,.745,0.9,1.1,82,17,27.0,Cory Joseph,0.5,1.7,7.9,PG,2017-18,1.0,IND,3.2,1.1
382,2.1,4.6,.454,0.7,2.1,.322,27,3.9,0.3,2.9,.463,.412,2.8,6.7,.698,0.4,0.5,82,9,25.2,Cory Joseph,0.5,1.6,6.5,PG,2018-19,1.1,IND,3.4,1.0
383,1.7,3.0,.556,2.4,6.9,.344,31,2.2,0.3,5.1,.528,.409,4.1,10.0,.738,1.2,1.6,80,80,34.7,Trevor Ariza,0.7,1.7,11.7,SF,2016-17,1.8,HOU,5.7,0.9
384,1.5,2.8,.519,2.5,6.9,.368,32,1.6,0.2,3.9,.542,.412,4.0,9.7,.854,1.1,1.3,67,67,33.9,Trevor Ariza,0.5,2.0,11.7,SF,2017-18,1.5,HOU,4.4,0.8
385,2.2,4.4,.493,2.1,6.3,.334,33,3.7,0.3,4.7,.498,.399,4.3,10.7,.793,1.9,2.4,69,69,34.0,Trevor Ariza,0.7,1.9,12.5,SF,2018-19,1.3,traded,5.4,1.5
386,6.6,13.4,.492,1.0,2.8,.351,24,1.5,0.2,3.8,.498,.468,7.6,16.2,.861,3.1,3.6,79,79,35.5,Harrison Barnes,1.2,1.6,19.2,PF,2016-17,0.8,DAL,5.0,1.3
387,5.4,11.4,.478,1.5,4.3,.357,25,2.0,0.2,5.1,.494,.445,7.0,15.7,.827,3.4,4.1,77,77,34.2,Harrison Barnes,1.0,1.2,18.9,PF,2017-18,0.6,DAL,6.1,1.5
388,3.3,7.6,.439,2.3,5.7,.395,26,1.5,0.2,3.9,.504,.420,5.6,13.3,.824,3.0,3.6,77,77,32.9,Harrison Barnes,0.7,1.6,16.4,PF-SF,2018-19,0.6,traded,4.7,1.3
389,2.1,3.4,.622,0.0,0.0,0,27,0.6,0.8,4.8,.622,.622,2.1,3.4,.699,0.9,1.2,76,37,17.5,Dewayne Dedmon,1.7,2.4,5.1,C,2016-17,0.5,SAS,6.5,0.8
390,3.2,5.4,.595,0.8,2.3,.355,28,1.5,0.8,6.3,.577,.524,4.0,7.7,.779,1.1,1.4,62,46,24.9,Dewayne Dedmon,1.6,2.6,10.0,C,2017-18,0.6,ATL,7.9,1.4
391,2.8,4.8,.570,1.3,3.4,.382,29,1.4,1.1,5.9,.571,.492,4.0,8.2,.814,1.4,1.8,64,52,25.1,Dewayne Dedmon,1.6,3.3,10.8,C,2018-19,1.1,ATL,7.5,1.3
392,3.6,5.9,.606,0.5,1.4,.351,23,1.0,1.0,3.8,.591,.558,4.0,7.2,.699,1.3,1.8,57,17,20.9,Richaun Holmes,1.6,2.4,9.8,C,2016-17,0.7,PHI,5.5,1.0
393,2.7,4.4,.624,0.1,0.6,.129,24,1.3,0.6,3.2,.568,.560,2.8,5.0,.661,0.8,1.2,48,2,15.5,Richaun Holmes,1.2,2.0,6.5,C,2017-18,0.4,PHI,4.4,0.5
394,3.2,5.2,.608,0.0,0.0,0,25,0.9,1.1,3.1,.608,.608,3.2,5.2,.731,1.8,2.5,70,4,16.9,Richaun Holmes,1.6,2.8,8.2,C,2018-19,0.6,PHO,4.7,0.7
395,0.0,0.0,,0.0,0.0,0,21,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,1,0,2.0,Tyler Lydon,0.0,0.0,0.0,PF,2017-18,0.0,DEN,0.0,0.0
396,0.2,0.3,.625,0.2,0.4,.400,22,0.2,0.0,0.4,.611,.500,0.4,0.7,.333,0.0,0.1,25,0,3.8,Tyler Lydon,0.3,0.4,0.9,PF,2018-19,0.1,DEN,0.7,0.2
397,1.1,2.4,.441,0.2,0.6,.391,20,1.3,0.2,0.9,.470,.431,1.3,3.1,.700,0.6,0.8,38,8,8.5,Dejounte Murray,0.2,0.8,3.4,PG,2016-17,0.2,SAS,1.1,1.0
398,3.2,7.1,.454,0.1,0.4,.265,21,2.9,0.4,4.3,.451,.443,3.3,7.5,.709,1.3,1.8,81,48,21.5,Dejounte Murray,1.4,1.9,8.1,PG,2017-18,1.2,SAS,5.7,1.7
399,9.3,19.2,.484,0.4,1.7,.266,27,3.9,0.2,4.3,.477,.467,9.7,20.9,.842,7.4,8.7,74,74,35.4,DeMar DeRozan,0.9,1.8,27.3,SG,2016-17,1.1,TOR,5.2,2.4
400,7.0,14.1,.494,1.1,3.6,.310,28,5.2,0.3,3.2,.488,.456,8.1,17.7,.825,5.8,7.0,80,80,33.9,DeMar DeRozan,0.7,1.9,23.0,SG,2017-18,1.1,TOR,3.9,2.2
401,8.1,16.5,.492,0.1,0.6,.156,29,6.2,0.5,5.3,.483,.481,8.2,17.1,.830,4.8,5.7,77,77,34.9,DeMar DeRozan,0.7,2.3,21.2,SG,2018-19,1.1,SAS,6.0,2.6
402,1.2,2.1,.583,0.0,0.0,0,21,0.2,0.4,1.6,.583,.583,1.2,2.1,.544,0.6,1.1,54,4,11.6,Jakob Pöltl,1.4,2.1,3.1,C,2016-17,0.3,TOR,3.1,0.5
